path,category,reason,confidence,superseded_by,size_bytes,modified_time
data/raw_docs/PMC_002_PMC6963587.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,198189,2026-04-01T17:24:45
data/raw_docs/PMC_003_PMC11657822.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,3666087,2026-04-01T17:25:57
data/raw_docs/PMC_004_PMC12128546.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,3692281,2026-04-01T17:27:01
data/raw_docs/PMC_005_PMC12552485.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,2695289,2026-04-01T17:28:31
data/raw_docs/PMC_006_PMC8042889.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,2332238,2026-04-01T17:31:46
data/raw_docs/PMC_007_PMC8067269.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,2962901,2026-04-01T17:32:57
data/raw_docs/PMC_008_PMC11611405.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,3250959,2026-04-01T17:33:54
data/raw_docs/PMC_009_PMC12030750.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,2350238,2026-04-01T17:34:54
data/raw_docs/PMC_010_PMC7409025.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,1592624,2026-04-01T17:35:49
data/raw_docs/PMC_011_PMC5742833.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,4873671,2026-04-01T17:37:26
data/raw_docs/PMC_012_PMC7223513.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,518367,2026-04-01T17:39:04
data/raw_docs/PMC_013_PMC12825151.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,1384168,2026-04-01T18:57:58
data/raw_docs/PMC_014_PMC9531857.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,1479014,2026-04-01T19:00:21
data/raw_docs/PMC_015_PMC12006376.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,2713899,2026-04-01T19:03:45
data/raw_docs/PMC_016_PMC4815145.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,1733261,2026-04-01T19:05:21
data/raw_docs/PMC_017_PMC11223889.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,4207087,2026-04-01T19:06:46
data/raw_docs/PMC_018_PMC12008197.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,3776158,2026-04-01T19:08:08
data/raw_docs/PMC_019_PMC6797625.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,1688443,2026-04-01T19:09:30
data/raw_docs/PMC_020_PMC10701378.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,5632033,2026-04-01T19:16:12
data/raw_docs/PMC_021_PMC9427843.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,7470050,2026-04-01T19:19:12
data/raw_docs/PMC_022_PMC11081493.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,2595651,2026-04-01T19:20:22
data/raw_docs/PMC_023_PMC10229113.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,1442350,2026-04-01T19:23:00
data/raw_docs/PMC_024_PMC9139878.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,1883191,2026-04-01T19:26:06
data/raw_docs/PMC_025_PMC4510448.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,227195,2026-04-01T19:29:52
data/raw_docs/PMC_026_PMC11205452.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,3812393,2026-04-01T19:30:59
data/raw_docs/PMC_027_PMC12745081.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,1780141,2026-04-01T19:34:38
data/raw_docs/PMC_028_PMC5603525.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,4179909,2026-04-01T19:38:00
data/raw_docs/PMC_029_PMC6955853.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,17528305,2026-04-01T19:39:26
data/raw_docs/PMC_030_PMC10476614.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,2727978,2026-04-01T19:43:48
data/raw_docs/PMC_031_PMC91383.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,129405,2026-04-01T19:45:14
data/raw_docs/PMC_032_PMC12435696.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,2374633,2026-04-01T19:46:29
data/raw_docs/PMC_033_PMC8339124.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,3148392,2026-04-01T19:47:54
data/raw_docs/PMC_034_PMC10141217.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,22251326,2026-04-01T19:54:29
data/raw_docs/PMC_035_PMC11861540.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,12708855,2026-04-01T19:58:11
data/raw_docs/PMC_036_PMC9125206.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,5285910,2026-04-01T20:00:24
data/raw_docs/RIA3_001_quy_hoach_nuoi_tom_hum_2030.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,2533358,2026-04-18T21:09:06
data/raw_docs/RIA3_002_TBKQ_QTDX_PhuYen_KhanhHoa_17112023.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,1670425,2026-04-18T21:23:53
data/raw_docs/RIA3_003_TBKQ_QTMT_DOT14_T6_2025.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,1843283,2026-04-18T21:26:12
data/raw_docs/SEAFDEC_001_DharAK2021.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,1734398,2026-03-31T21:21:48
data/raw_docs/SEAFDEC_002_Wong2016.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,230067,2026-03-31T21:38:38
data/raw_docs/SEAFDEC_003_Yuasa2016.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,252706,2026-03-31T21:39:54
data/raw_docs/SEAFDEC_004_sp15-3.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,449077,2026-03-31T21:40:59
data/raw_docs/SEAFDEC_005_WahSLP2016.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,235457,2026-03-31T21:42:02
data/raw_docs/SEAFDEC_006_Apostol2016.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,435532,2026-03-31T21:46:13
data/raw_docs/SEAFDEC_007_Penir2019.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,113485,2026-03-31T21:47:25
data/raw_docs/SEAFDEC_008_Putth2016.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,584977,2026-03-31T21:49:57
data/raw_docs/SEAFDEC_009_Hastuti2016.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,264524,2026-03-31T21:51:00
data/raw_docs/SEAFDEC_010_Hirono2016.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,401561,2026-03-31T21:53:13
data/raw_docs/SEAFDEC_011_Kua2016.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,335696,2026-03-31T21:55:25
data/raw_docs/TB_001_NyanTawCRSDCaMau.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,8173752,2026-04-18T21:33:57
data/raw_docs/TB_002_cong_nghe_gen_va_chon_giong_tom_khang_benh.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,311117,2026-04-18T21:39:36
data/raw_docs/TB_003_co_che_co_ban_cua_nhiem_don_le_va_dong_nhiem_DIV1_va_WSSV_o_tom_the_chan_trang.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,431191,2026-04-18T21:40:46
data/raw_docs/TB_004_hoai_tu_co_o_tom_the_chan_trang.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,227871,2026-04-18T21:41:00
data/raw_docs/TB_005_su_hien_dien_cua_benh_dom_trang_va_EHP_va_AHPND_tai_DBSCL_2022_2024.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,233937,2026-04-18T21:41:49
data/raw_docs/TB_006_hoai_tu_co_IMNV_tren_tom_va_chien_luoc_kiem_soat.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,969292,2026-04-18T21:55:21
data/raw_docs/TB_007_benh_dom_trang_o_tom_nuoi_va_cong_nghe_nuoi_tom_nham_phong_benh_dom_trang.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,6218939,2026-04-18T22:00:20
data/raw_docs/TCKHTS_001.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,910982,2026-04-01T17:01:33
data/raw_docs/TCTS_001_024286.pdf,NEVER_TOUCH,Raw source document corpus used to build/search the project; do not archive without explicit data-package decision.,high,,710724,2026-03-31T20:42:03
dump_six_queries.py,ARCHIVE_CANDIDATE,"Old manual query dump/debug helper, not part of final evaluation pipeline.",high,data/eval/final_query_set_core.csv,3627,2026-04-05T23:06:29
enrich_ontology_aliases.py,ASK_BEFORE_ARCHIVE,"One-off metadata/ontology cleanup or verification script; likely not in final package, but may be needed for provenance/regeneration.",medium,data/ontology/taxon_enriched_facts_v2.owl; data/metadata/document_metadata_cleaned.xlsx,6010,2026-03-26T19:47:46
enrich_ontology_semantic_entities.py,ASK_BEFORE_ARCHIVE,"One-off metadata/ontology cleanup or verification script; likely not in final package, but may be needed for provenance/regeneration.",medium,data/ontology/taxon_enriched_facts_v2.owl; data/metadata/document_metadata_cleaned.xlsx,7025,2026-04-01T20:41:13
evaluate_competency_questions.py,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,10792,2026-05-21T19:50:58
experiments/analyze_kg_score_components.py,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,25036,2026-05-27T10:33:48
experiments/compute_baseline_metrics_plus.py,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,12110,2026-05-27T10:24:41
experiments/generate_query_expansion_examples.py,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,39638,2026-05-27T10:49:59
experiments/run_extended_evaluation.py,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,81344,2026-05-27T10:12:16
experiments/run_hybrid_candidate_fusion.py,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,27908,2026-05-27T09:51:01
experiments/run_kg_ablation.py,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,23839,2026-05-27T10:41:04
full_corpus_metadata_audit.py,ASK_BEFORE_ARCHIVE,"One-off metadata/ontology cleanup or verification script; likely not in final package, but may be needed for provenance/regeneration.",medium,data/ontology/taxon_enriched_facts_v2.owl; data/metadata/document_metadata_cleaned.xlsx,8304,2026-04-01T20:09:57
full_corpus_metadata_cleanup.py,ASK_BEFORE_ARCHIVE,"One-off metadata/ontology cleanup or verification script; likely not in final package, but may be needed for provenance/regeneration.",medium,data/ontology/taxon_enriched_facts_v2.owl; data/metadata/document_metadata_cleaned.xlsx,12622,2026-04-01T20:11:48
full_corpus_pipeline_summary.py,ASK_BEFORE_ARCHIVE,"One-off metadata/ontology cleanup or verification script; likely not in final package, but may be needed for provenance/regeneration.",medium,data/ontology/taxon_enriched_facts_v2.owl; data/metadata/document_metadata_cleaned.xlsx,3779,2026-04-01T20:31:32
full_corpus_query_verification.py,ASK_BEFORE_ARCHIVE,"One-off metadata/ontology cleanup or verification script; likely not in final package, but may be needed for provenance/regeneration.",medium,data/ontology/taxon_enriched_facts_v2.owl; data/metadata/document_metadata_cleaned.xlsx,5086,2026-04-01T20:43:43
generate_error_analysis_core.py,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,10660,2026-05-21T19:59:22
generate_evaluation_layers_summary.py,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,19879,2026-05-23T23:13:19
generate_semantic_rule_candidates.py,ASK_BEFORE_ARCHIVE,Semantic-rule prototype generator; unclear whether thesis/future-work section still cites it.,medium,outputs/semantic_rule_candidate_facts.md,27611,2026-05-23T23:40:52
hybrid_comparison.csv,ARCHIVE_CANDIDATE,"Old ad hoc hybrid comparison output, outside final evaluation layout.",high,data/eval/results/baseline_hybrid_core.csv,56970,2026-04-20T21:16:13
hybrid_results.txt,ARCHIVE_CANDIDATE,"Old text dump of hybrid results, superseded by structured core/extended CSV outputs.",high,data/eval/results/baseline_hybrid_core.csv,106904,2026-04-27T16:00:37
hybrid_search.py,NEVER_TOUCH,Final runtime/evaluation source-of-truth explicitly protected from archive proposals.,high,,62348,2026-05-18T19:16:12
kg_runtime.py,NEVER_TOUCH,Final runtime/evaluation source-of-truth explicitly protected from archive proposals.,high,,33931,2026-04-18T12:40:08
measure_core_baseline_latency.py,KEEP_SUPPORTING,"Supporting experiment, verification, evaluation, or reproducibility artifact worth retaining outside the main final core.",high,,9022,2026-05-21T19:38:58
metadata_snapshot.txt,ARCHIVE_CANDIDATE,"Large metadata snapshot/debug artifact, not part of final runtime or report package.",high,data/metadata/document_metadata_cleaned.xlsx,197582,2026-05-27T09:59:59
outputs/archive/manual_cleanup_202606/tmp_tb007_debug.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,1972,2026-04-25T21:15:08
outputs/archive/old_outputs/added_triples_grouped_summary.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,6799,2026-03-29T15:50:59
outputs/archive/old_outputs/added_triples_sample.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,29461,2026-03-26T21:03:50
outputs/archive/old_outputs/alias_metadata_noise_audit.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,32711,2026-03-30T21:27:51
outputs/archive/old_outputs/alias_metadata_noise_audit_top_terms.csv,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,4799,2026-03-30T21:27:51
outputs/archive/old_outputs/document_fact_backfill_report.csv,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,37466,2026-04-01T20:42:26
outputs/archive/old_outputs/document_fact_backfill_report.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,71914,2026-04-01T20:42:26
outputs/archive/old_outputs/document_fact_backfill_report_facts.csv,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,32969,2026-04-01T20:44:47
outputs/archive/old_outputs/document_fact_backfill_report_facts.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,67418,2026-04-01T20:44:47
outputs/archive/old_outputs/document_fact_coverage_audit.csv,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,27948,2026-04-01T20:42:18
outputs/archive/old_outputs/document_fact_coverage_audit.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,92442,2026-04-01T20:42:18
outputs/archive/old_outputs/document_fact_coverage_audit_after_fact_backfill.csv,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,11091,2026-03-26T20:04:43
outputs/archive/old_outputs/document_fact_coverage_audit_after_fact_backfill.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,39376,2026-03-26T20:04:43
outputs/archive/old_outputs/document_fact_coverage_audit_after_semantic_backfill.csv,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,10666,2026-03-26T20:51:44
outputs/archive/old_outputs/document_fact_coverage_audit_after_semantic_backfill.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,38489,2026-03-26T20:51:44
outputs/archive/old_outputs/document_fact_coverage_audit_alias.csv,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,27853,2026-04-01T20:44:36
outputs/archive/old_outputs/document_fact_coverage_audit_alias.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,93396,2026-04-01T20:44:36
outputs/archive/old_outputs/document_fact_coverage_audit_before_fact_backfill.csv,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,11091,2026-03-26T19:59:53
outputs/archive/old_outputs/document_fact_coverage_audit_before_fact_backfill.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,39378,2026-03-26T19:59:53
outputs/archive/old_outputs/full_corpus_metadata_audit.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,11451,2026-04-01T20:10:35
outputs/archive/old_outputs/full_corpus_metadata_audit_summary.csv,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,386,2026-04-01T20:10:35
outputs/archive/old_outputs/full_corpus_metadata_cleanup_effect_summary.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,354,2026-04-01T20:12:03
outputs/archive/old_outputs/full_corpus_metadata_cleanup_report.csv,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,2850,2026-04-01T20:12:03
outputs/archive/old_outputs/full_corpus_metadata_cleanup_report.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,78337,2026-04-01T20:12:03
outputs/archive/old_outputs/full_corpus_pipeline_summary.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,15087,2026-04-01T20:31:36
outputs/archive/old_outputs/metadata_cleanup_effect_summary.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,104,2026-03-30T21:35:35
outputs/archive/old_outputs/metadata_cleanup_report.csv,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,7151,2026-03-30T21:29:17
outputs/archive/old_outputs/metadata_cleanup_report.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,34966,2026-03-30T21:29:17
outputs/archive/old_outputs/metadata_normalization_report.csv,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,46476,2026-04-01T20:44:47
outputs/archive/old_outputs/metadata_normalization_report.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,101026,2026-04-01T20:44:47
outputs/archive/old_outputs/new_or_used_generic_entities_review.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,4058,2026-03-26T21:03:51
outputs/archive/old_outputs/ontology_alias_added.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,3178,2026-04-01T20:41:48
outputs/archive/old_outputs/ontology_alias_gap_report.csv,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,7247,2026-03-26T19:46:54
outputs/archive/old_outputs/ontology_alias_gap_report.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,32392,2026-03-26T19:46:54
outputs/archive/old_outputs/pipeline_run_query_summary.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,3825,2026-03-30T22:12:10
outputs/archive/old_outputs/post_clean_metadata_cleanup_report.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,527,2026-03-30T21:50:46
outputs/archive/old_outputs/semantic_backfill_false_positive_review.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,28046,2026-03-26T21:03:51
outputs/archive/old_reports/cursor_fix_report.md,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,7627,2026-04-05T23:06:29
outputs/archive/old_reports/focus_two_weak_queries_report.md,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,5633,2026-04-12T22:17:17
outputs/archive/old_reports/focus_two_weak_queries_report_round2.md,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,4855,2026-04-13T18:44:59
outputs/archive/old_reports/imn_lobster_fix_report.md,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,8937,2026-04-05T23:37:38
outputs/archive/old_snapshots/focus_two_queries_after.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,4549,2026-04-12T22:12:51
outputs/archive/old_snapshots/focus_two_queries_before.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,4620,2026-04-12T21:42:08
outputs/archive/old_snapshots/focus_two_queries_metrics.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,4549,2026-04-12T22:12:51
outputs/archive/old_snapshots/focus_two_queries_round2_after.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,4549,2026-04-13T18:42:17
outputs/archive/old_snapshots/focus_two_queries_round2_before.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,4549,2026-04-13T18:41:03
outputs/archive/old_snapshots/imn_lobster_after.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,16155,2026-04-05T23:35:04
outputs/archive/old_snapshots/imn_lobster_before.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,16173,2026-04-05T23:25:48
outputs/archive/old_snapshots/imn_lobster_comparison.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,32472,2026-04-05T23:36:45
outputs/archive/old_snapshots/weak_query_fix_after.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,15452,2026-04-05T14:14:31
outputs/archive/old_snapshots/weak_query_fix_before.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,15444,2026-04-05T23:06:29
outputs/archive/old_snapshots/weak_query_fix_comparison.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,29434,2026-04-05T14:14:32
outputs/archive/old_verification/alias_metadata_cleanup_query_verification.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,17119,2026-03-30T22:13:01
outputs/archive/old_verification/disease_priority_queries_verification.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,10055,2026-03-30T21:16:43
outputs/archive/old_verification/disease_priority_queries_verification_after_canonical_bridge.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,9942,2026-03-30T21:16:24
outputs/archive/old_verification/disease_priority_queries_verification_after_tightening.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,9645,2026-03-30T21:11:19
outputs/archive/old_verification/disease_priority_queries_verification_before_tightening.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,9645,2026-03-30T21:10:23
outputs/archive/old_verification/full_corpus_query_verification.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,13615,2026-04-05T14:12:40
outputs/archive/old_verification/kg_runtime_verification_after_canonical_bridge.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,18399,2026-03-30T21:16:24
outputs/archive/old_verification/kg_runtime_verification_after_disease_tightening.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,18083,2026-03-30T21:11:19
outputs/archive/old_verification/kg_runtime_verification_before_alias_enrichment.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,17173,2026-03-26T19:35:11
outputs/archive/old_verification/kg_runtime_verification_before_disease_tightening.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,18083,2026-03-30T20:42:58
outputs/archive/old_verification/kg_runtime_verification_before_fact_backfill.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,18082,2026-03-26T19:48:48
outputs/archive/old_verification/kg_runtime_verification_before_semantic_backfill.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,18080,2026-03-26T20:04:26
outputs/archive/old_verification/kg_runtime_verification_semantic_patch_expanded.json,ARCHIVE_CANDIDATE,"Already located under an archive folder; keep excluded from the final submission package, no move/delete performed.",high,,81634,2026-03-26T21:04:09
