candidate_id,rule_group,rule_name,subject_type,subject_id,predicate,object_type,object_id,source_evidence,confidence_level,should_assert,reason_not_asserted,example_query_ids_if_relevant,note
SRC_0242,document-level safe facts / safe evidence,document_inherits_prevention_context_from_aboutDisease,document,PMC_036,candidateHasPreventionContext,prevention,An toàn sinh học,PMC_036 aboutDisease AHPND; AHPND recommendedPrevention Biosecurity,medium,false,candidate only; manual review required,BI_001;DS_002;DS_007;HM_001;HM_010;SL_002;SL_004;SL_007,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0243,document-level safe facts / safe evidence,document_inherits_prevention_context_from_aboutDisease,document,PMC_036,candidateHasPreventionContext,prevention,Giống sạch bệnh (SPF),PMC_036 aboutDisease AHPND; AHPND recommendedPrevention UseSPFSeed,medium,false,candidate only; manual review required,BI_001;DS_002;DS_007;HM_001;HM_010;SL_002;SL_004;SL_007,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0244,document-level safe facts / safe evidence,document_inherits_treatment_context_from_aboutDisease,document,PMC_036,candidateHasTreatmentContext,treatment,Tăng sục khí,PMC_036 aboutDisease AHPND; AHPND recommendedTreatment ImproveAeration,medium,false,candidate only; manual review required,BI_001;DS_002;DS_007;HM_001;HM_010;SL_002;SL_004;SL_007,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0245,document-level safe facts / safe evidence,document_inherits_treatment_context_from_aboutDisease,document,PMC_036,candidateHasTreatmentContext,treatment,Thay nước,PMC_036 aboutDisease AHPND; AHPND recommendedTreatment WaterExchange,medium,false,candidate only; manual review required,BI_001;DS_002;DS_007;HM_001;HM_010;SL_002;SL_004;SL_007,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0246,document-level safe facts / safe evidence,document_inherits_pathogen_context_from_aboutDisease,document,SEAFDEC_001,candidateHasPathogenContext,pathogen,Vi khuẩn Vibrio parahaemolyticus,SEAFDEC_001 aboutDisease AHPND; AHPND causedBy Vibrio_parahaemolyticus,medium,false,candidate only; manual review required,DS_001;DS_010;LO_002;DS_007,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0247,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,SEAFDEC_001,candidateHasSymptomContext,symptom,Lờ đờ,SEAFDEC_001 aboutDisease AHPND; AHPND hasSymptom Letargy,medium,false,candidate only; manual review required,DS_001;DS_010;LO_002,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0248,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,SEAFDEC_001,candidateHasSymptomContext,symptom,Bỏ ăn,SEAFDEC_001 aboutDisease AHPND; AHPND hasSymptom Anorexia,medium,false,candidate only; manual review required,DS_001;DS_010;LO_002,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0249,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,SEAFDEC_001,candidateHasSymptomContext,symptom,Gan tụy bất thường,SEAFDEC_001 aboutDisease AHPND; AHPND hasSymptom GanTuyBatThuong,medium,false,candidate only; manual review required,DS_001;DS_010;LO_002,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0250,document-level safe facts / safe evidence,document_inherits_prevention_context_from_aboutDisease,document,SEAFDEC_001,candidateHasPreventionContext,prevention,An toàn sinh học,SEAFDEC_001 aboutDisease AHPND; AHPND recommendedPrevention Biosecurity,medium,false,candidate only; manual review required,DS_001;DS_010;LO_002,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0251,document-level safe facts / safe evidence,document_inherits_prevention_context_from_aboutDisease,document,SEAFDEC_001,candidateHasPreventionContext,prevention,Giống sạch bệnh (SPF),SEAFDEC_001 aboutDisease AHPND; AHPND recommendedPrevention UseSPFSeed,medium,false,candidate only; manual review required,DS_001;DS_010;LO_002,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0252,document-level safe facts / safe evidence,document_inherits_treatment_context_from_aboutDisease,document,SEAFDEC_001,candidateHasTreatmentContext,treatment,Tăng sục khí,SEAFDEC_001 aboutDisease AHPND; AHPND recommendedTreatment ImproveAeration,medium,false,candidate only; manual review required,DS_001;DS_010;LO_002,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0253,document-level safe facts / safe evidence,document_inherits_treatment_context_from_aboutDisease,document,SEAFDEC_001,candidateHasTreatmentContext,treatment,Thay nước,SEAFDEC_001 aboutDisease AHPND; AHPND recommendedTreatment WaterExchange,medium,false,candidate only; manual review required,DS_001;DS_010;LO_002,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0254,document-level safe facts / safe evidence,document_inherits_pathogen_context_from_aboutDisease,document,SEAFDEC_002,candidateHasPathogenContext,pathogen,Vi khuẩn Vibrio parahaemolyticus,SEAFDEC_002 aboutDisease AHPND; AHPND causedBy Vibrio_parahaemolyticus,medium,false,candidate only; manual review required,DS_007,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0255,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,SEAFDEC_002,candidateHasSymptomContext,symptom,Lờ đờ,SEAFDEC_002 aboutDisease AHPND; AHPND hasSymptom Letargy,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0256,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,SEAFDEC_002,candidateHasSymptomContext,symptom,Bỏ ăn,SEAFDEC_002 aboutDisease AHPND; AHPND hasSymptom Anorexia,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0257,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,SEAFDEC_002,candidateHasSymptomContext,symptom,Gan tụy bất thường,SEAFDEC_002 aboutDisease AHPND; AHPND hasSymptom GanTuyBatThuong,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0258,document-level safe facts / safe evidence,document_inherits_prevention_context_from_aboutDisease,document,SEAFDEC_002,candidateHasPreventionContext,prevention,An toàn sinh học,SEAFDEC_002 aboutDisease AHPND; AHPND recommendedPrevention Biosecurity,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0259,document-level safe facts / safe evidence,document_inherits_prevention_context_from_aboutDisease,document,SEAFDEC_002,candidateHasPreventionContext,prevention,Giống sạch bệnh (SPF),SEAFDEC_002 aboutDisease AHPND; AHPND recommendedPrevention UseSPFSeed,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0260,document-level safe facts / safe evidence,document_inherits_treatment_context_from_aboutDisease,document,SEAFDEC_002,candidateHasTreatmentContext,treatment,Tăng sục khí,SEAFDEC_002 aboutDisease AHPND; AHPND recommendedTreatment ImproveAeration,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0261,document-level safe facts / safe evidence,document_inherits_treatment_context_from_aboutDisease,document,SEAFDEC_002,candidateHasTreatmentContext,treatment,Thay nước,SEAFDEC_002 aboutDisease AHPND; AHPND recommendedTreatment WaterExchange,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0262,document-level safe facts / safe evidence,document_inherits_pathogen_context_from_aboutDisease,document,SEAFDEC_002,candidateHasPathogenContext,pathogen,Virus đốm trắng (WSSV),SEAFDEC_002 aboutDisease WhiteSpotDisease; WhiteSpotDisease causedBy WSSV,medium,false,candidate only; manual review required,DS_002;LO_002;LO_006,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0263,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,SEAFDEC_002,candidateHasSymptomContext,symptom,Lờ đờ,SEAFDEC_002 aboutDisease WhiteSpotDisease; WhiteSpotDisease hasSymptom Letargy,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0264,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,SEAFDEC_002,candidateHasSymptomContext,symptom,Bỏ ăn,SEAFDEC_002 aboutDisease WhiteSpotDisease; WhiteSpotDisease hasSymptom Anorexia,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0265,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,SEAFDEC_002,candidateHasSymptomContext,symptom,Đốm trắng,SEAFDEC_002 aboutDisease WhiteSpotDisease; WhiteSpotDisease hasSymptom WhiteSpot,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0266,document-level safe facts / safe evidence,document_inherits_prevention_context_from_aboutDisease,document,SEAFDEC_002,candidateHasPreventionContext,prevention,An toàn sinh học,SEAFDEC_002 aboutDisease WhiteSpotDisease; WhiteSpotDisease recommendedPrevention Biosecurity,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0267,document-level safe facts / safe evidence,document_inherits_prevention_context_from_aboutDisease,document,SEAFDEC_002,candidateHasPreventionContext,prevention,Giống sạch bệnh (SPF),SEAFDEC_002 aboutDisease WhiteSpotDisease; WhiteSpotDisease recommendedPrevention UseSPFSeed,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0268,document-level safe facts / safe evidence,document_inherits_treatment_context_from_aboutDisease,document,SEAFDEC_002,candidateHasTreatmentContext,treatment,Tăng sục khí,SEAFDEC_002 aboutDisease WhiteSpotDisease; WhiteSpotDisease recommendedTreatment ImproveAeration,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0269,document-level safe facts / safe evidence,document_inherits_treatment_context_from_aboutDisease,document,SEAFDEC_002,candidateHasTreatmentContext,treatment,Thay nước,SEAFDEC_002 aboutDisease WhiteSpotDisease; WhiteSpotDisease recommendedTreatment WaterExchange,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0270,document-level safe facts / safe evidence,document_inherits_pathogen_context_from_aboutDisease,document,SEAFDEC_003,candidateHasPathogenContext,pathogen,Virus đốm trắng (WSSV),SEAFDEC_003 aboutDisease WhiteSpotDisease; WhiteSpotDisease causedBy WSSV,medium,false,candidate only; manual review required,DS_002;LO_002;LO_006,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0271,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,SEAFDEC_003,candidateHasSymptomContext,symptom,Lờ đờ,SEAFDEC_003 aboutDisease WhiteSpotDisease; WhiteSpotDisease hasSymptom Letargy,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0272,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,SEAFDEC_003,candidateHasSymptomContext,symptom,Bỏ ăn,SEAFDEC_003 aboutDisease WhiteSpotDisease; WhiteSpotDisease hasSymptom Anorexia,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0273,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,SEAFDEC_003,candidateHasSymptomContext,symptom,Đốm trắng,SEAFDEC_003 aboutDisease WhiteSpotDisease; WhiteSpotDisease hasSymptom WhiteSpot,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0274,document-level safe facts / safe evidence,document_inherits_prevention_context_from_aboutDisease,document,SEAFDEC_003,candidateHasPreventionContext,prevention,An toàn sinh học,SEAFDEC_003 aboutDisease WhiteSpotDisease; WhiteSpotDisease recommendedPrevention Biosecurity,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0275,document-level safe facts / safe evidence,document_inherits_prevention_context_from_aboutDisease,document,SEAFDEC_003,candidateHasPreventionContext,prevention,Giống sạch bệnh (SPF),SEAFDEC_003 aboutDisease WhiteSpotDisease; WhiteSpotDisease recommendedPrevention UseSPFSeed,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0276,document-level safe facts / safe evidence,document_inherits_treatment_context_from_aboutDisease,document,SEAFDEC_003,candidateHasTreatmentContext,treatment,Tăng sục khí,SEAFDEC_003 aboutDisease WhiteSpotDisease; WhiteSpotDisease recommendedTreatment ImproveAeration,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0277,document-level safe facts / safe evidence,document_inherits_treatment_context_from_aboutDisease,document,SEAFDEC_003,candidateHasTreatmentContext,treatment,Thay nước,SEAFDEC_003 aboutDisease WhiteSpotDisease; WhiteSpotDisease recommendedTreatment WaterExchange,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0278,document-level safe facts / safe evidence,document_inherits_pathogen_context_from_aboutDisease,document,SEAFDEC_004,candidateHasPathogenContext,pathogen,Vi khuẩn Vibrio parahaemolyticus,SEAFDEC_004 aboutDisease AHPND; AHPND causedBy Vibrio_parahaemolyticus,medium,false,candidate only; manual review required,DS_007,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0279,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,SEAFDEC_004,candidateHasSymptomContext,symptom,Lờ đờ,SEAFDEC_004 aboutDisease AHPND; AHPND hasSymptom Letargy,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0280,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,SEAFDEC_004,candidateHasSymptomContext,symptom,Bỏ ăn,SEAFDEC_004 aboutDisease AHPND; AHPND hasSymptom Anorexia,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0281,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,SEAFDEC_004,candidateHasSymptomContext,symptom,Gan tụy bất thường,SEAFDEC_004 aboutDisease AHPND; AHPND hasSymptom GanTuyBatThuong,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0282,document-level safe facts / safe evidence,document_inherits_prevention_context_from_aboutDisease,document,SEAFDEC_004,candidateHasPreventionContext,prevention,An toàn sinh học,SEAFDEC_004 aboutDisease AHPND; AHPND recommendedPrevention Biosecurity,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0283,document-level safe facts / safe evidence,document_inherits_prevention_context_from_aboutDisease,document,SEAFDEC_004,candidateHasPreventionContext,prevention,Giống sạch bệnh (SPF),SEAFDEC_004 aboutDisease AHPND; AHPND recommendedPrevention UseSPFSeed,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0284,document-level safe facts / safe evidence,document_inherits_treatment_context_from_aboutDisease,document,SEAFDEC_004,candidateHasTreatmentContext,treatment,Tăng sục khí,SEAFDEC_004 aboutDisease AHPND; AHPND recommendedTreatment ImproveAeration,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0285,document-level safe facts / safe evidence,document_inherits_treatment_context_from_aboutDisease,document,SEAFDEC_004,candidateHasTreatmentContext,treatment,Thay nước,SEAFDEC_004 aboutDisease AHPND; AHPND recommendedTreatment WaterExchange,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0286,document-level safe facts / safe evidence,document_inherits_pathogen_context_from_aboutDisease,document,SEAFDEC_005,candidateHasPathogenContext,pathogen,Virus đốm trắng (WSSV),SEAFDEC_005 aboutDisease WhiteSpotDisease; WhiteSpotDisease causedBy WSSV,medium,false,candidate only; manual review required,DS_002;LO_002;LO_006,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0287,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,SEAFDEC_005,candidateHasSymptomContext,symptom,Lờ đờ,SEAFDEC_005 aboutDisease WhiteSpotDisease; WhiteSpotDisease hasSymptom Letargy,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0288,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,SEAFDEC_005,candidateHasSymptomContext,symptom,Bỏ ăn,SEAFDEC_005 aboutDisease WhiteSpotDisease; WhiteSpotDisease hasSymptom Anorexia,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0289,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,SEAFDEC_005,candidateHasSymptomContext,symptom,Đốm trắng,SEAFDEC_005 aboutDisease WhiteSpotDisease; WhiteSpotDisease hasSymptom WhiteSpot,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0290,document-level safe facts / safe evidence,document_inherits_prevention_context_from_aboutDisease,document,SEAFDEC_005,candidateHasPreventionContext,prevention,An toàn sinh học,SEAFDEC_005 aboutDisease WhiteSpotDisease; WhiteSpotDisease recommendedPrevention Biosecurity,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0291,document-level safe facts / safe evidence,document_inherits_prevention_context_from_aboutDisease,document,SEAFDEC_005,candidateHasPreventionContext,prevention,Giống sạch bệnh (SPF),SEAFDEC_005 aboutDisease WhiteSpotDisease; WhiteSpotDisease recommendedPrevention UseSPFSeed,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0292,document-level safe facts / safe evidence,document_inherits_treatment_context_from_aboutDisease,document,SEAFDEC_005,candidateHasTreatmentContext,treatment,Tăng sục khí,SEAFDEC_005 aboutDisease WhiteSpotDisease; WhiteSpotDisease recommendedTreatment ImproveAeration,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0293,document-level safe facts / safe evidence,document_inherits_treatment_context_from_aboutDisease,document,SEAFDEC_005,candidateHasTreatmentContext,treatment,Thay nước,SEAFDEC_005 aboutDisease WhiteSpotDisease; WhiteSpotDisease recommendedTreatment WaterExchange,medium,false,candidate only; manual review required,,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0294,document-level safe facts / safe evidence,document_inherits_pathogen_context_from_aboutDisease,document,SEAFDEC_006,candidateHasPathogenContext,pathogen,Vi khuẩn Vibrio parahaemolyticus,SEAFDEC_006 aboutDisease AHPND; AHPND causedBy Vibrio_parahaemolyticus,medium,false,candidate only; manual review required,DS_001;DS_010;LO_002;DS_007,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0295,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,SEAFDEC_006,candidateHasSymptomContext,symptom,Lờ đờ,SEAFDEC_006 aboutDisease AHPND; AHPND hasSymptom Letargy,medium,false,candidate only; manual review required,DS_001;DS_010;LO_002,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0296,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,SEAFDEC_006,candidateHasSymptomContext,symptom,Bỏ ăn,SEAFDEC_006 aboutDisease AHPND; AHPND hasSymptom Anorexia,medium,false,candidate only; manual review required,DS_001;DS_010;LO_002,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0297,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,SEAFDEC_006,candidateHasSymptomContext,symptom,Gan tụy bất thường,SEAFDEC_006 aboutDisease AHPND; AHPND hasSymptom GanTuyBatThuong,medium,false,candidate only; manual review required,DS_001;DS_010;LO_002,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0298,document-level safe facts / safe evidence,document_inherits_prevention_context_from_aboutDisease,document,SEAFDEC_006,candidateHasPreventionContext,prevention,An toàn sinh học,SEAFDEC_006 aboutDisease AHPND; AHPND recommendedPrevention Biosecurity,medium,false,candidate only; manual review required,DS_001;DS_010;LO_002,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0299,document-level safe facts / safe evidence,document_inherits_prevention_context_from_aboutDisease,document,SEAFDEC_006,candidateHasPreventionContext,prevention,Giống sạch bệnh (SPF),SEAFDEC_006 aboutDisease AHPND; AHPND recommendedPrevention UseSPFSeed,medium,false,candidate only; manual review required,DS_001;DS_010;LO_002,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0300,document-level safe facts / safe evidence,document_inherits_treatment_context_from_aboutDisease,document,SEAFDEC_006,candidateHasTreatmentContext,treatment,Tăng sục khí,SEAFDEC_006 aboutDisease AHPND; AHPND recommendedTreatment ImproveAeration,medium,false,candidate only; manual review required,DS_001;DS_010;LO_002,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0301,document-level safe facts / safe evidence,document_inherits_treatment_context_from_aboutDisease,document,SEAFDEC_006,candidateHasTreatmentContext,treatment,Thay nước,SEAFDEC_006 aboutDisease AHPND; AHPND recommendedTreatment WaterExchange,medium,false,candidate only; manual review required,DS_001;DS_010;LO_002,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0302,document-level safe facts / safe evidence,document_inherits_pathogen_context_from_aboutDisease,document,SEAFDEC_007,candidateHasPathogenContext,pathogen,Vi khuẩn Vibrio parahaemolyticus,SEAFDEC_007 aboutDisease AHPND; AHPND causedBy Vibrio_parahaemolyticus,medium,false,candidate only; manual review required,DS_007,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0303,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,SEAFDEC_007,candidateHasSymptomContext,symptom,Lờ đờ,SEAFDEC_007 aboutDisease AHPND; AHPND hasSymptom Letargy,medium,false,candidate only; manual review required,DS_007,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0304,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,SEAFDEC_007,candidateHasSymptomContext,symptom,Bỏ ăn,SEAFDEC_007 aboutDisease AHPND; AHPND hasSymptom Anorexia,medium,false,candidate only; manual review required,DS_007,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0305,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,SEAFDEC_007,candidateHasSymptomContext,symptom,Gan tụy bất thường,SEAFDEC_007 aboutDisease AHPND; AHPND hasSymptom GanTuyBatThuong,medium,false,candidate only; manual review required,DS_007,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0306,document-level safe facts / safe evidence,document_inherits_prevention_context_from_aboutDisease,document,SEAFDEC_007,candidateHasPreventionContext,prevention,An toàn sinh học,SEAFDEC_007 aboutDisease AHPND; AHPND recommendedPrevention Biosecurity,medium,false,candidate only; manual review required,DS_007,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0307,document-level safe facts / safe evidence,document_inherits_prevention_context_from_aboutDisease,document,SEAFDEC_007,candidateHasPreventionContext,prevention,Giống sạch bệnh (SPF),SEAFDEC_007 aboutDisease AHPND; AHPND recommendedPrevention UseSPFSeed,medium,false,candidate only; manual review required,DS_007,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0308,document-level safe facts / safe evidence,document_inherits_treatment_context_from_aboutDisease,document,SEAFDEC_007,candidateHasTreatmentContext,treatment,Tăng sục khí,SEAFDEC_007 aboutDisease AHPND; AHPND recommendedTreatment ImproveAeration,medium,false,candidate only; manual review required,DS_007,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0309,document-level safe facts / safe evidence,document_inherits_treatment_context_from_aboutDisease,document,SEAFDEC_007,candidateHasTreatmentContext,treatment,Thay nước,SEAFDEC_007 aboutDisease AHPND; AHPND recommendedTreatment WaterExchange,medium,false,candidate only; manual review required,DS_007,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0310,document-level safe facts / safe evidence,document_inherits_pathogen_context_from_aboutDisease,document,SEAFDEC_008,candidateHasPathogenContext,pathogen,Vi khuẩn Vibrio parahaemolyticus,SEAFDEC_008 aboutDisease AHPND; AHPND causedBy Vibrio_parahaemolyticus,medium,false,candidate only; manual review required,DS_001;DS_010;LO_002;DS_007;SL_004,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0311,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,SEAFDEC_008,candidateHasSymptomContext,symptom,Lờ đờ,SEAFDEC_008 aboutDisease AHPND; AHPND hasSymptom Letargy,medium,false,candidate only; manual review required,DS_001;DS_010;LO_002;SL_004,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0312,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,SEAFDEC_008,candidateHasSymptomContext,symptom,Bỏ ăn,SEAFDEC_008 aboutDisease AHPND; AHPND hasSymptom Anorexia,medium,false,candidate only; manual review required,DS_001;DS_010;LO_002;SL_004,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0313,document-level safe facts / safe evidence,document_inherits_symptom_context_from_aboutDisease,document,SEAFDEC_008,candidateHasSymptomContext,symptom,Gan tụy bất thường,SEAFDEC_008 aboutDisease AHPND; AHPND hasSymptom GanTuyBatThuong,medium,false,candidate only; manual review required,DS_001;DS_010;LO_002;SL_004,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0314,document-level safe facts / safe evidence,document_inherits_prevention_context_from_aboutDisease,document,SEAFDEC_008,candidateHasPreventionContext,prevention,An toàn sinh học,SEAFDEC_008 aboutDisease AHPND; AHPND recommendedPrevention Biosecurity,medium,false,candidate only; manual review required,DS_001;DS_010;LO_002;SL_004,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0315,document-level safe facts / safe evidence,document_inherits_prevention_context_from_aboutDisease,document,SEAFDEC_008,candidateHasPreventionContext,prevention,Giống sạch bệnh (SPF),SEAFDEC_008 aboutDisease AHPND; AHPND recommendedPrevention UseSPFSeed,medium,false,candidate only; manual review required,DS_001;DS_010;LO_002;SL_004,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0316,document-level safe facts / safe evidence,document_inherits_treatment_context_from_aboutDisease,document,SEAFDEC_008,candidateHasTreatmentContext,treatment,Tăng sục khí,SEAFDEC_008 aboutDisease AHPND; AHPND recommendedTreatment ImproveAeration,medium,false,candidate only; manual review required,DS_001;DS_010;LO_002;SL_004,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0317,document-level safe facts / safe evidence,document_inherits_treatment_context_from_aboutDisease,document,SEAFDEC_008,candidateHasTreatmentContext,treatment,Thay nước,SEAFDEC_008 aboutDisease AHPND; AHPND recommendedTreatment WaterExchange,medium,false,candidate only; manual review required,DS_001;DS_010;LO_002;SL_004,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
SRC_0318,document-level safe facts / safe evidence,document_inherits_pathogen_context_from_aboutDisease,document,SEAFDEC_009,candidateHasPathogenContext,pathogen,Vi khuẩn Vibrio parahaemolyticus,SEAFDEC_009 aboutDisease AHPND; AHPND causedBy Vibrio_parahaemolyticus,medium,false,candidate only; manual review required,DS_001;DS_010;LO_002;DS_007,Safe contextual evidence derived from direct document disease fact; not asserted as document fact.
